,Id,date,org,tld,ccs,bcced,mail_type,images,urls,salutations,designation,chars_in_subject,chars_in_body,label,time_tz_corr,time,weekdays_tz_corr,weekdays,seconds,zero_sec
8301,8301,"Wed, 8 Aug 2018 13:23:42 +0000",slack,com,0,0,multipart/alternative,4,32,0,0,113,17050,0,48222,48222,2,2,48222,0
8302,8302,"Fri, 16 Mar 2018 06:31:06 +0000",mailer,netflix.com,0,0,multipart/alternative,11,54,0,0,45,34661,3,23466,23466,4,4,23466,0
8303,8303,"Fri, 5 Oct 2018 16:30:14 +0000",centralesupelec,fr,0,0,text/html,4,13,0,0,179,7677,2,59414,59414,4,4,59414,0
8304,8304,"Wed, 13 Dec 2017 16:26:07 +0530",iiitd,ac.in,0,0,multipart/alternative,0,3,1,0,60,25739,2,39367,59167,2,2,59167,0
8305,8305,"Mon, 01 May 2017 11:20:42 +0000",google,com,0,0,multipart/alternative,1,3,0,0,35,29998,0,40842,40842,0,0,40842,0
8306,8306,"Wed, 31 Oct 2018 12:58:32 +0000",amazon,in,0,0,multipart/alternative,25,146,1,0,54,61775,3,46712,46712,2,2,46712,0
8307,8307,"Thu, 1 Nov 2018 05:11:18 +0000",mailer,netflix.com,0,0,multipart/alternative,23,94,1,0,24,88015,3,18678,18678,3,3,18678,0
8308,8308,"Sun, 13 May 2018 15:59:59 +0000",amazon,in,0,0,multipart/alternative,24,141,0,0,47,64253,3,57599,57599,6,6,57599,0
8309,8309,"Tue, 09 Jul 2019 09:00:00 +0000 (UTC)",spotify,com,0,0,multipart/alternative,3,20,0,0,84,23522,0,32400,32400,1,1,32400,1
8310,8310,"Mon, 1 Apr 2019 02:40:59 +0530",sbi,co.in,0,0,text/plain,0,0,0,0,57,693,0,76259,9659,6,0,9659,0
8311,8311,"Sun, 1 Jul 2018 22:30:42 +0000 (GMT)",entropay,com,0,0,multipart/alternative,0,6,0,0,59,3909,0,81042,81042,6,6,81042,0
8312,8312,"Tue, 5 Dec 2017 07:23:30 +0000",,,0,0,multipart/alternative,6,46,0,0,82,15268,0,26610,26610,1,1,26610,0
8313,8313,"Fri, 23 Jun 2017 01:15:36 -0600",news,foodpanda.in,0,0,multipart/alternative,12,41,0,0,47,47045,3,26136,4536,4,4,4536,0
8314,8314,"Fri, 07 Apr 2017 04:28:00 +0530",nrsc,gov.in,0,0,multipart/alternative,0,4,1,0,32,1210,0,82680,16080,3,4,16080,1
8315,8315,"Thu, 12 Dec 2019 00:39:13 +0000",academia-mail,com,0,0,multipart/alternative,3,28,1,0,61,46942,0,2353,2353,3,3,2353,0
8316,8316,"Wed, 19 Jul 2017 16:09:53 +0000",topcoder,com,0,0,multipart/alternative,1,22,0,0,150,36774,0,58193,58193,2,2,58193,0
8317,8317,"Tue, 19 Feb 2019 05:10:42 -0800",google,com,0,0,text/html,2,12,0,0,28,4367,0,47442,18642,1,1,18642,0
8318,8318,"Wed, 4 May 2016 11:16:24 +0530",iiitd,ac.in,0,0,multipart/alternative,0,0,1,0,24,1501,2,20784,40584,2,2,40584,0
8319,8319,"Thu, 16 Jul 2015 03:49:12 +0000",usebackpack,com,0,0,multipart/alternative,4,19,0,0,35,26960,0,13752,13752,3,3,13752,0
8320,8320,"Sat, 10 Feb 2018 20:50:51 +0530",newsletter,speakingtree.in,0,0,multipart/alternative,12,64,0,0,46,28763,3,55251,75051,5,5,75051,0
8321,8321,"Thu, 23 Aug 2018 14:29:42 +0000",quora,com,0,0,multipart/alternative,12,111,1,1,76,106214,1,52182,52182,3,3,52182,0
8322,8322,"Tue, 5 Nov 2019 10:32:58 +0000",academia-mail,com,0,0,multipart/alternative,1,13,1,0,72,31976,3,37978,37978,1,1,37978,0
8323,8323,"Wed, 02 Dec 2015 05:07:33 +0000",usebackpack,com,0,0,multipart/alternative,4,19,0,0,38,26946,0,18453,18453,2,2,18453,0
8324,8324,"Mon, 05 Oct 2015 02:17:03 +0000",usebackpack,com,0,0,multipart/alternative,4,22,0,0,38,27687,0,8223,8223,0,0,8223,0
8325,8325,"Fri, 16 Sep 2016 13:12:10 +0530",iiitd,ac.in,1,0,multipart/alternative,1,4,1,0,43,3268,2,27730,47530,4,4,47530,0
8326,8326,"Sun, 29 Sep 2019 00:23:50 +0000",amazon,in,0,0,multipart/alternative,5,163,0,0,24,93649,3,1430,1430,6,6,1430,0
8327,8327,"Tue, 2 Jun 2015 13:20:09 +0000 (UTC)",accounts,google.com,0,0,multipart/related,0,0,0,0,34,87277,0,48009,48009,1,1,48009,0
8328,8328,"Fri, 22 Jun 2018 17:53:33 +0530",bigbasket,in,0,0,text/html,20,30,0,0,43,16948,3,44613,64413,4,4,64413,0
8329,8329,"Thu, 11 Apr 2019 12:00:40 +0530",iiitd,ac.in,1,0,multipart/alternative,0,3,1,0,72,4322,2,23440,43240,3,3,43240,0
8330,8330,"Sun, 17 Sep 2017 16:28:01 +0000",twitter,com,0,0,multipart/alternative,26,137,0,0,81,77283,1,59281,59281,6,6,59281,0
8331,8331,"Sat, 3 Feb 2018 08:56:27 +0530",newsletter,speakingtree.in,0,0,multipart/alternative,12,64,0,0,41,29550,3,12387,32187,5,5,32187,0
8332,8332,"Mon, 2 May 2016 13:01:35 +0530",iiitd,ac.in,0,0,multipart/alternative,0,2,1,0,47,4620,2,27095,46895,0,0,46895,0
8333,8333,"Wed, 18 Apr 2018 05:11:20 +0000",amazon,in,0,0,multipart/alternative,27,184,0,0,51,82325,3,18680,18680,2,2,18680,0
8334,8334,"Wed, 31 May 2017 16:47:13 +0000",,,0,0,multipart/alternative,1,7,0,0,33,5478,0,60433,60433,2,2,60433,0
8335,8335,"Tue, 01 Aug 2017 20:07:11 +0000",twitter,com,0,0,multipart/alternative,14,83,0,1,35,45469,1,72431,72431,1,1,72431,0
8336,8336,"Fri, 29 Jun 2018 19:54:35 +0000",topcoder,com,0,0,multipart/alternative,30,76,0,0,45,117901,0,71675,71675,4,4,71675,0
8337,8337,26 Sep 2018 14:51:43 +0530,sbi,co.in,0,0,text/html,1,1,0,0,49,704,3,33703,53503,2,2,53503,0
8338,8338,"Wed, 22 May 2019 14:59:04 +0200",zepass,com,0,0,multipart/alternative,4,16,0,0,48,9401,0,46744,53944,2,2,53944,0
8339,8339,"Sun, 28 Jun 2015 17:08:27 +0000",youtube,com,0,0,multipart/alternative,16,66,1,0,107,50384,1,61707,61707,6,6,61707,0
8340,8340,"Fri, 13 Nov 2015 07:18:05 +0000 (UTC)",researchgate,net,0,0,multipart/alternative,2,30,0,1,63,15588,1,26285,26285,4,4,26285,0
8341,8341,"Fri, 28 Dec 2018 15:12:22 +0530",sbi,co.in,0,0,text/plain,0,0,0,0,57,707,0,34942,54742,4,4,54742,0
8342,8342,"Tue, 21 May 2019 10:58:23 +0000",tufinawatches,com,0,0,multipart/alternative,2,9,0,0,43,12497,3,39503,39503,1,1,39503,0
8343,8343,"Sat, 22 Dec 2018 04:37:18 -0800",google,com,0,0,text/html,2,12,0,0,37,4372,0,45438,16638,5,5,16638,0
8344,8344,"Mon, 6 Aug 2018 09:02:18 +0000",amazon,in,0,0,multipart/alternative,7,58,0,0,39,28323,0,32538,32538,0,0,32538,0
8345,8345,"Fri, 22 Apr 2016 22:02:23 +0530",iiitd,ac.in,6,0,multipart/alternative,1,46,1,0,48,16911,2,59543,79343,4,4,79343,0
8346,8346,"Sat, 09 Nov 2019 01:18:49 +0000 (UTC)",flipkartletters,com,0,0,multipart/alternative,35,90,0,0,52,58742,3,4729,4729,5,5,4729,0
8347,8347,"Sun, 25 Dec 2016 20:15:34 +0530",iiitd,ac.in,3,0,multipart/alternative,0,0,1,0,22,33292,2,53134,72934,6,6,72934,0
8348,8348,"Tue, 27 Jun 2017 16:12:51 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,4,36,0,0,29,24693,1,58371,58371,1,1,58371,0
8349,8349,"Mon, 3 Aug 2015 16:05:40 +0000",coursera,org,0,0,multipart/alternative,4,29,0,0,37,27165,0,57940,57940,0,0,57940,0
8350,8350,"Sat, 20 May 2017 12:41:47 +0530",iiitd,ac.in,4,0,multipart/mixed,0,0,0,0,57,1306345,2,25907,45707,5,5,45707,0
8351,8351,"Sun, 23 Jul 2017 15:28:05 +0530",dominos,co.in,0,0,text/html,5,22,1,0,30,12844,0,35885,55685,6,6,55685,0
8352,8352,"Tue, 04 Apr 2017 11:58:04 +0000",twitter,com,0,0,multipart/alternative,7,51,0,0,43,34040,1,43084,43084,1,1,43084,0
8353,8353,13 Sep 2017 18:14:30 +0530,,,0,0,text/plain,0,0,0,0,57,515,0,45870,65670,2,2,65670,0
8354,8354,"Sun, 17 Sep 2017 14:44:18 +0000",twitter,com,0,0,multipart/alternative,31,200,0,1,100,92364,1,53058,53058,6,6,53058,0
8355,8355,"Fri, 09 Oct 2015 10:43:38 +0000",usebackpack,com,0,0,multipart/alternative,4,19,0,0,34,26858,0,38618,38618,4,4,38618,0
8356,8356,"Mon, 17 Jun 2019 19:01:30 -0600",send,grammarly.com,0,0,multipart/alternative,32,128,0,0,58,103387,3,3690,68490,1,0,68490,0
8357,8357,"Wed, 3 Feb 2016 23:38:43 +0545",iiitd,ac.in,3,0,multipart/alternative,0,0,1,0,41,3605,2,64423,85123,2,2,85123,0
8358,8358,"Thu, 04 Oct 2018 19:12:59 +0000",kaggle,intercom-mail.com,0,0,multipart/alternative,14,31,0,0,41,30847,0,69179,69179,3,3,69179,0
8359,8359,"Sun, 30 Sep 2018 06:52:12 -0700",mail,instagram.com,0,0,text/html,3,10,0,0,46,9616,0,49932,24732,6,6,24732,0
8360,8360,"Mon, 17 Sep 2018 00:20:15 +0000",amazon,in,0,0,multipart/alternative,22,241,0,0,61,122935,3,1215,1215,0,0,1215,0
8361,8361,"Fri, 07 Apr 2017 10:22:00 +0530",nrsc,gov.in,0,0,multipart/alternative,0,4,1,0,32,1210,0,17520,37320,4,4,37320,1
8362,8362,"Fri, 07 Apr 2017 15:22:00 +0530",nrsc,gov.in,0,0,multipart/alternative,0,4,1,0,32,1210,0,35520,55320,4,4,55320,1
8363,8363,"Wed, 10 May 2017 01:32:58 +0000",flipkartletters,com,0,0,text/html,32,81,0,0,28,57842,3,5578,5578,2,2,5578,0
8364,8364,"Tue, 11 Jul 2017 04:13:22 +0000",amazon,in,0,0,multipart/mixed,0,0,0,0,61,4,3,15202,15202,1,1,15202,0
8365,8365,"Thu, 11 Feb 2016 08:50:31 +0000",twitter,com,0,0,multipart/alternative,16,125,0,0,98,73292,1,31831,31831,3,3,31831,0
8366,8366,"Mon, 3 Jul 2017 05:30:29 +0000",innerchef,com,0,0,multipart/alternative,9,48,0,0,70,50661,3,19829,19829,0,0,19829,0
8367,8367,"Sat, 3 Jun 2017 00:29:35 +0000",amazon,in,0,0,multipart/mixed,0,0,0,0,10,4,3,1775,1775,5,5,1775,0
8368,8368,"Mon, 30 Jul 2018 13:12:34 +0200 (CEST)",updates,bookmyshow.com,0,0,text/html,36,89,1,0,40,58404,3,40354,47554,0,0,47554,0
8369,8369,"Wed, 27 Dec 2017 03:30:47 +0000",amazon,in,0,0,multipart/mixed,0,0,0,0,40,4,0,12647,12647,2,2,12647,0
8370,8370,"Fri, 13 Jul 2018 04:37:39 +0000",applemusic,com,0,0,multipart/alternative,40,78,0,0,41,35398,3,16659,16659,4,4,16659,0
8371,8371,"Thu, 13 Jun 2019 03:14:08 -0700",google,com,0,0,text/html,2,12,0,0,36,4571,0,36848,11648,3,3,11648,0
8372,8372,"Fri, 16 Feb 2018 22:29:58 +0000",topcoder,com,0,0,multipart/alternative,14,72,1,0,104,93417,0,80998,80998,4,4,80998,0
8373,8373,"Tue, 29 Oct 2019 07:39:39 +0000 (UTC)",info,paytm.com,0,0,text/html,15,35,0,0,76,27030,3,27579,27579,1,1,27579,0
8374,8374,"Fri, 2 Sep 2016 12:59:43 +0530",iiitd,ac.in,3,0,multipart/alternative,0,5,1,1,29,19721,2,26983,46783,4,4,46783,0
8375,8375,"Fri, 12 Feb 2016 13:00:28 +0530",iiitd,ac.in,1,0,multipart/alternative,0,3,1,0,57,4278,2,27028,46828,4,4,46828,0
8376,8376,"Sat, 30 Apr 2016 18:15:51 +0530",iiitd,ac.in,5,0,multipart/alternative,1,9,1,0,61,9449,2,45951,65751,5,5,65751,0
8377,8377,"Fri, 30 Nov 2018 15:15:26 +0000",centralesupelec,fr,0,0,multipart/mixed,0,5,1,0,176,1198016,2,54926,54926,4,4,54926,0
8378,8378,"Sat, 30 Mar 2019 10:15:56 -0700",google,com,0,0,text/html,10,44,0,0,38,13494,0,62156,36956,5,5,36956,0
8379,8379,"Sat, 29 Aug 2015 11:50:49 +0000 (UTC)",quora,com,0,0,multipart/alternative,2,95,1,1,80,83868,1,42649,42649,5,5,42649,0
8380,8380,"Sat, 17 Feb 2018 09:20:18 -0700",ebay,com,0,0,multipart/alternative,2,16,0,0,28,19726,0,58818,33618,5,5,33618,0
8381,8381,"Thu, 19 Sep 2019 04:13:42 +0000",amazon,com,0,0,multipart/alternative,3,51,1,1,66,35904,0,15222,15222,3,3,15222,0
8382,8382,"Mon, 19 Dec 2016 07:14:16 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,10,59,0,0,61,52749,1,26056,26056,0,0,26056,0
8383,8383,"Tue, 20 Dec 2016 14:38:10 +0530",iiitd,ac.in,1,0,multipart/alternative,0,7,1,0,13,4176,2,32890,52690,1,1,52690,0
8384,8384,"Thu, 20 Sep 2018 17:56:19 +0000",duolingo,com,0,0,multipart/alternative,12,28,0,0,65,19050,3,64579,64579,3,3,64579,0
8385,8385,"Wed, 22 Aug 2018 08:53:41 +0000",slack,com,0,0,multipart/alternative,4,32,0,0,116,16496,0,32021,32021,2,2,32021,0
8386,8386,"Sat, 1 Aug 2015 12:46:30 +0530",gmail,com,0,0,multipart/mixed,0,3,0,0,24,561011,0,26190,45990,5,5,45990,0
8387,8387,"Sat, 04 Aug 2018 06:10:06 -0700 (PDT)",quora,com,0,0,multipart/alternative,12,112,0,0,70,104870,1,47406,22206,5,5,22206,0
8388,8388,"Thu, 27 Jul 2017 16:56:15 -0400 (EDT)",edx,org,0,0,multipart/alternative,11,30,1,0,95,29800,3,75375,60975,3,3,60975,0
8389,8389,"Thu, 23 Feb 2017 13:21:26 +0530",iiitd,ac.in,3,0,multipart/alternative,0,13,1,0,33,33137,2,28286,48086,3,3,48086,0
8390,8390,"Wed, 8 Nov 2017 16:42:32 +0530",iiitd,ac.in,0,0,multipart/alternative,0,14,1,0,35,7925,2,40352,60152,2,2,60152,0
8391,8391,"Tue, 25 Aug 2015 05:51:32 +0000 (UTC)",piazza,com,0,0,multipart/alternative,0,10,0,1,35,3687,0,21092,21092,1,1,21092,0
8392,8392,"Tue, 7 Feb 2017 22:37:25 +0530",iiitd,ac.in,0,0,multipart/alternative,0,3,1,1,43,11659,2,61645,81445,1,1,81445,0
8393,8393,"Mon, 9 Jan 2017 11:25:25 +0530",iiitd,ac.in,1,0,multipart/alternative,0,0,1,0,33,1795,2,21325,41125,0,0,41125,0
8394,8394,"Thu, 29 Oct 2015 03:27:04 -0400",usief,org.in,0,0,multipart/alternative,0,13,1,0,40,4425,0,26824,12424,3,3,12424,0
8395,8395,"Fri, 6 Oct 2017 12:16:54 +0530",iiitd,ac.in,0,0,multipart/alternative,1,2,1,0,75,6790,2,24414,44214,4,4,44214,0
8396,8396,"Wed, 9 May 2018 03:06:32 +0200",tue,mpg.de,0,0,,0,1,1,0,54,2152,0,3992,11192,2,2,11192,0
8397,8397,"Tue, 23 Aug 2016 10:01:36 +0530",iiitd,ac.in,1,0,multipart/alternative,0,3,1,0,41,2466,2,16296,36096,1,1,36096,0
8398,8398,"Fri, 21 Aug 2015 04:00:47 -0700",facebookmail,com,0,0,multipart/alternative,4,16,0,0,33,11400,1,39647,14447,4,4,14447,0
8399,8399,"Thu, 1 Aug 2019 18:52:16 +0530",sbi,co.in,0,0,text/plain,0,0,1,0,57,805,0,48136,67936,3,3,67936,0
8400,8400,17 Nov 2018 19:22:36 +0100,reglomobile,fr,0,0,multipart/mixed,4,20,0,0,111,108552,0,66156,69756,5,5,69756,0
8401,8401,"Tue, 12 Jun 2018 15:31:37 +0200 (CEST)",cleartrip,com,0,0,multipart/alternative,15,43,1,0,55,31849,3,48697,55897,1,1,55897,0
8402,8402,"Tue, 27 Sep 2016 10:54:33 +0530",iiitd,ac.in,0,0,multipart/alternative,0,2,1,0,29,1654,2,19473,39273,1,1,39273,0
8403,8403,"Sun, 28 Oct 2018 14:23:33 +0000",joytunes,com,0,0,multipart/alternative,0,11,1,0,48,20783,0,51813,51813,6,6,51813,0
8404,8404,"Thu, 23 Feb 2017 09:14:43 +0000",twitter,com,0,0,multipart/alternative,30,204,1,0,162,97740,1,33283,33283,3,3,33283,0
8405,8405,"Sat, 21 Nov 2015 05:10:43 +0000",usebackpack,com,0,0,multipart/alternative,4,19,0,0,37,26983,0,18643,18643,5,5,18643,0
8406,8406,"Sat, 6 Jan 2018 07:11:49 +0000",primevideo,com,0,0,multipart/alternative,59,196,1,0,35,88995,3,25909,25909,5,5,25909,0
8407,8407,"Sun, 1 Oct 2017 09:24:02 +0000",redwolf,in,0,0,multipart/alternative,4,20,0,0,57,4703,3,33842,33842,6,6,33842,0
8408,8408,"Fri, 5 Aug 2016 21:10:42 +0000",topcoder,com,0,0,multipart/alternative,13,94,1,0,70,85608,0,76242,76242,4,4,76242,0
8409,8409,"Sat, 10 Oct 2015 07:11:54 +0000",usebackpack,com,0,0,multipart/alternative,4,23,0,0,35,27578,0,25914,25914,5,5,25914,0
8410,8410,"Sat, 26 May 2018 10:23:52 +0000",zoomgroup,com,0,0,multipart/alternative,2,28,1,0,103,51556,0,37432,37432,5,5,37432,0
8411,8411,"Mon, 18 Feb 2019 18:04:52 -0500",ieee,org,0,0,multipart/alternative,2,13,0,0,65,4501,3,83092,65092,0,0,65092,0
8412,8412,"Wed, 10 Jan 2018 17:01:22 +0530",inoxmovies,com,0,0,multipart/alternative,0,10,0,0,42,3752,3,41482,61282,2,2,61282,0
8413,8413,"Fri, 15 Nov 2019 12:58:07 +0000 (UTC)",hackerearth,com,0,0,multipart/alternative,2,21,0,0,65,22774,3,46687,46687,4,4,46687,0
8414,8414,"Wed, 27 Sep 2017 12:23:53 +0000 (UTC)",hackerearth,com,0,0,multipart/alternative,3,14,0,0,40,11823,3,44633,44633,2,2,44633,0
8415,8415,"Thu, 30 Mar 2017 10:34:20 -0700",mentor,com,0,0,multipart/alternative,3,15,0,0,44,6218,3,63260,38060,3,3,38060,0
8416,8416,"Mon, 28 Jan 2019 08:07:36 -0600",send,grammarly.com,0,0,multipart/alternative,37,135,0,0,48,119626,3,50856,29256,0,0,29256,0
8417,8417,"Tue, 10 Nov 2015 05:09:09 -0800",crm,jabong.com,0,0,text/html,0,6,0,0,40,1828,0,47349,18549,1,1,18549,0
8418,8418,"Wed, 08 Aug 2018 07:29:53 -0700",github,com,0,0,multipart/alternative,3,27,0,0,48,24540,0,52193,26993,2,2,26993,0
8419,8419,"Thu, 20 Oct 2016 12:00:39 +0530",iiitd,ac.in,0,0,multipart/alternative,0,0,1,0,30,881,2,23439,43239,3,3,43239,0
8420,8420,"Mon, 23 Oct 2017 16:14:47 +0000",symless,com,0,0,multipart/alternative,0,15,0,0,67,24570,0,58487,58487,0,0,58487,0
8421,8421,"Wed, 13 Dec 2017 15:29:18 +0000",redwolf,in,0,0,multipart/alternative,7,27,0,0,55,6251,3,55758,55758,2,2,55758,0
8422,8422,"Sat, 18 Mar 2017 05:46:56 +0000",topcoder,com,0,0,multipart/alternative,16,76,1,0,48,109014,3,20816,20816,5,5,20816,0
8423,8423,"Mon, 20 Jul 2015 05:30:12 +0000",youtube,com,0,0,multipart/alternative,18,71,1,0,86,50418,1,19812,19812,0,0,19812,0
8424,8424,"Mon, 04 Jun 2018 01:18:17 -0000",bigbasket,com,0,0,multipart/alternative,10,35,1,0,62,64069,0,4697,4697,0,0,4697,0
8425,8425,"Fri, 10 Mar 2017 23:01:15 +0530",iiitd,ac.in,0,0,multipart/alternative,0,7,1,0,33,13883,2,63075,82875,4,4,82875,0
8426,8426,"Tue, 7 May 2019 10:03:08 +0000",amazon,in,0,0,multipart/alternative,22,205,0,0,21,88618,3,36188,36188,1,1,36188,0
8427,8427,"Mon, 1 Aug 2016 14:01:08 +0530",iiitd,ac.in,2,0,multipart/alternative,0,2,1,0,43,2664,2,30668,50468,0,0,50468,0
8428,8428,"Tue, 27 Jun 2017 14:45:03 +0000",flipkartletters,com,0,0,text/html,29,71,1,0,43,49789,3,53103,53103,1,1,53103,0
8429,8429,"Wed, 16 Jan 2019 03:01:29 +0000",,,1,0,multipart/alternative,0,4,1,0,77,2680,0,10889,10889,2,2,10889,0
8430,8430,"Mon, 25 Apr 2016 06:55:33 +0530",iiitd,ac.in,0,0,multipart/alternative,8,35,1,1,36,27830,2,5133,24933,0,0,24933,0
8431,8431,"Sat, 2 Feb 2019 08:14:54 +0530",iiitd,ac.in,2,0,multipart/alternative,0,24,1,0,46,31677,0,9894,29694,5,5,29694,0
8432,8432,"Sun, 09 Apr 2017 08:31:41 +0000",twitter,com,0,0,multipart/alternative,8,59,0,0,73,37344,1,30701,30701,6,6,30701,0
8433,8433,"Tue, 22 Nov 2016 08:57:43 +0000",twitter,com,0,0,multipart/alternative,7,52,0,0,57,41000,1,32263,32263,1,1,32263,0
8434,8434,"Mon, 18 Jul 2016 06:49:55 -0400",usief,org.in,0,0,multipart/alternative,0,21,1,0,72,22035,0,38995,24595,0,0,24595,0
8435,8435,"Tue, 24 Oct 2017 09:51:16 +0000",,,0,0,multipart/alternative,6,46,0,0,82,15811,0,35476,35476,1,1,35476,0
8436,8436,"Thu, 30 Aug 2018 01:51:00 +0000 (UTC)",iheartdogs-email,com,0,0,multipart/alternative,8,76,0,1,97,101619,3,6660,6660,3,3,6660,1
8437,8437,"Sat, 12 Nov 2016 12:26:43 +0530",iiitd,ac.in,2,0,multipart/alternative,0,0,1,0,41,5114,2,25003,44803,5,5,44803,0
8438,8438,"Fri, 14 Apr 2017 20:22:11 +0000",usebackpack,com,0,0,text/html,4,14,0,0,63,24712,0,73331,73331,4,4,73331,0
8439,8439,"Tue, 07 Aug 2018 16:50:41 +0000 (UTC)",brilliant,org,0,0,multipart/alternative,6,28,0,0,42,52135,3,60641,60641,1,1,60641,0
8440,8440,"Tue, 25 Jun 2019 02:09:03 -0700",accountprotection,microsoft.com,0,0,multipart/alternative,0,10,0,0,33,5269,0,32943,7743,1,1,7743,0
8441,8441,"Tue, 4 Oct 2016 16:04:29 +0530",iiitd,ac.in,0,0,multipart/alternative,0,1,1,0,129,8216,2,38069,57869,1,1,57869,0
8442,8442,"Sun, 16 Oct 2016 12:26:24 -0700",github,com,0,0,text/plain,0,3,0,0,69,926,0,69984,44784,6,6,44784,0
8443,8443,"Sat, 27 Jul 2019 21:57:25 +0530",sbi,co.in,0,0,text/plain,0,0,0,0,57,676,0,59245,79045,5,5,79045,0
8444,8444,"Sat, 27 Aug 2016 13:32:47 +0530",iiitd,ac.in,0,0,multipart/related,0,4,0,0,43,746270,2,28967,48767,5,5,48767,0
8445,8445,"Wed, 6 Apr 2016 00:03:07 +0530",iiitd,ac.in,1,0,multipart/alternative,0,3,1,0,43,5096,2,66787,187,1,2,187,0
8446,8446,"Fri, 21 Jul 2017 11:43:19 +0530",iiitd,ac.in,0,0,multipart/alternative,0,3,0,0,58,590,2,22399,42199,4,4,42199,0
8447,8447,"Fri, 27 Jan 2017 17:40:02 +0530",iiitd,ac.in,0,0,multipart/alternative,0,39,1,0,38,22810,2,43802,63602,4,4,63602,0
8448,8448,"Tue, 24 Oct 2017 02:33:49 +0000",amazon,in,0,0,multipart/mixed,0,0,0,0,35,4,3,9229,9229,1,1,9229,0
8449,8449,"Tue, 5 Sep 2017 15:12:08 +0000",olacabs,com,0,0,multipart/mixed,1,35,0,0,34,80470,0,54728,54728,1,1,54728,0
8450,8450,"Tue, 16 Aug 2016 16:52:39 +0530",iiitd,ac.in,3,0,multipart/mixed,0,0,0,0,39,43401,2,40959,60759,1,1,60759,0
8451,8451,"Fri, 16 Nov 2018 13:05:29 +0100",centralesupelec,fr,0,0,multipart/mixed,0,0,0,0,52,810260,2,43529,47129,4,4,47129,0
8452,8452,"Wed, 15 May 2019 08:34:03 +0000 (GMT)",google,com,0,0,text/plain,0,0,1,0,95,1661,0,30843,30843,2,2,30843,0
8453,8453,"Mon, 25 Apr 2016 13:51:30 +0000",youtube,com,0,0,multipart/alternative,10,44,1,0,59,39544,1,49890,49890,0,0,49890,0
8454,8454,"Tue, 15 Jan 2019 07:52:51 -0800",google,com,0,0,text/html,2,12,0,0,28,4297,0,57171,28371,1,1,28371,0
8455,8455,"Fri, 25 Jan 2019 21:36:41 +0000",ieee,org,0,0,multipart/alternative,9,55,0,0,78,48064,0,77801,77801,4,4,77801,0
8456,8456,"Mon, 16 Oct 2017 19:18:53 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,4,41,0,1,29,30126,1,69533,69533,0,0,69533,0
8457,8457,"Thu, 12 Oct 2017 12:17:51 +0000",twitter,com,0,0,multipart/alternative,7,82,0,1,55,55125,1,44271,44271,3,3,44271,0
8458,8458,"Tue, 13 Feb 2018 14:26:56 -0500 (EST)",edx,org,0,0,multipart/alternative,23,80,0,0,30,86645,3,70016,52016,1,1,52016,0
8459,8459,"Tue, 7 Aug 2018 00:28:01 +0000",amazon,in,0,0,multipart/alternative,30,253,0,0,15,116363,3,1681,1681,1,1,1681,0
8460,8460,"Fri, 10 Jun 2016 06:25:03 +0000 (UTC)",researchgate,net,0,0,multipart/alternative,12,59,0,1,63,33947,1,23103,23103,4,4,23103,0
8461,8461,"Sun, 03 Apr 2016 09:03:10 -0700 (PDT)",quora,com,0,0,multipart/alternative,4,108,1,0,99,89638,1,57790,32590,6,6,32590,0
8462,8462,"Fri, 05 Jun 2015 03:32:20 +0000 (UTC)",blablacar,in,0,0,multipart/alternative,4,18,0,0,39,28089,0,12740,12740,4,4,12740,0
8463,8463,"Sun, 28 Feb 2016 18:30:29 +0000",usebackpack,com,0,0,multipart/alternative,4,19,0,0,36,27130,0,66629,66629,6,6,66629,0
8464,8464,"Sun, 17 Sep 2017 13:45:36 -0700",mail,instagram.com,0,0,text/html,1,11,0,0,49,8270,1,74736,49536,6,6,49536,0
8465,8465,"Thu, 07 Jan 2016 09:15:39 +0000",usebackpack,com,0,0,multipart/alternative,3,19,0,0,38,27371,0,33339,33339,3,3,33339,0
8466,8466,"Tue, 23 Aug 2016 16:13:56 +0000",hackerrank,com,0,0,multipart/alternative,8,30,1,0,26,68288,0,58436,58436,1,1,58436,0
8467,8467,"Sat, 28 Sep 2019 07:19:47 +0530",sbi,co.in,0,0,text/html,1,1,0,0,81,696,3,6587,26387,5,5,26387,0
8468,8468,"Sun, 12 Jul 2015 09:18:31 +0000",usebackpack,com,0,0,multipart/alternative,4,19,0,0,35,26992,0,33511,33511,6,6,33511,0
8469,8469,"Mon, 15 Jun 2015 15:56:48 +0000",coursera,org,0,0,multipart/alternative,17,92,1,0,45,60322,0,57408,57408,0,0,57408,0
8470,8470,"Mon, 13 Mar 2017 08:35:08 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,18,87,0,0,38,74279,1,30908,30908,0,0,30908,0
8471,8471,"Sat, 26 Nov 2016 06:21:14 +0000",usebackpack,com,0,0,text/html,4,14,0,0,45,24711,0,22874,22874,5,5,22874,0
8472,8472,"Mon, 02 Nov 2015 08:52:28 +0000",usebackpack,com,0,0,multipart/alternative,4,22,0,0,39,27513,0,31948,31948,0,0,31948,0
